store_id,store_segment,tier,predecessor_recent6_avg_units,successor_recent6_avg_units,successor_model_share,predecessor_model_id,successor_model_id,lifecycle_status,eol_score,transfer_priority,recommended_transfer_units,transfer_reason,predecessor_price,successor_price,recommended_transfer_value
ST024,Value,Tier 3,0.5,12.666666666666666,0.03268845897264843,MD011,MD012,EOL_RECOMMEND,0.7833333333333333,0.6780653769179453,1,Successor already has demand in this store,12100.0,9100.0,9100.0
ST024,Value,Tier 3,1.0,7.333333333333333,0.0200133422281521,MD015,MD016,WATCH,0.6458333333333333,0.6700400266844564,2,Successor already has demand in this store,16700.0,23300.0,46600.0
ST013,Value,Tier 3,0.5,7.833333333333333,0.02988338192419825,MD009,MD010,EOL_RECOMMEND,0.7333333333333333,0.6696501457725949,1,Successor already has demand in this store,11500.0,9800.0,9800.0
ST022,Value,Tier 3,0.5,6.333333333333333,0.02984642132715155,MD020,MD021,WATCH,0.5379901960784312,0.6695392639814547,1,Successor already has demand in this store,19500.0,25200.0,25200.0
ST018,Value,Tier 2,0.5,10.166666666666666,0.02883775123798427,MD009,MD010,EOL_RECOMMEND,0.7333333333333333,0.6665132537139529,1,Successor already has demand in this store,11500.0,9800.0,9800.0
ST015,Value,Tier 3,1.0,6.333333333333333,0.01857042747021724,MD015,MD016,WATCH,0.6458333333333333,0.6657112824106518,2,Successor already has demand in this store,16700.0,23300.0,46600.0
ST017,Value,Tier 2,0.5,7.833333333333333,0.027066041140382534,MD009,MD010,EOL_RECOMMEND,0.7333333333333333,0.6611981234211477,1,Successor already has demand in this store,11500.0,9800.0,9800.0
ST020,Value,Tier 3,0.6666666666666666,5.333333333333333,0.022596153846153846,MD009,MD010,EOL_RECOMMEND,0.7333333333333333,0.6577884615384616,1,Successor already has demand in this store,11500.0,9800.0,9800.0
ST013,Value,Tier 3,0.5,6.833333333333333,0.020043731778425656,MD015,MD016,WATCH,0.6458333333333333,0.6401311953352771,1,Successor already has demand in this store,16700.0,23300.0,23300.0
ST003,Premium,Tier 1,0.5,5.833333333333333,0.009498931370220851,MD037,MD038,WATCH,0.5450413223140496,0.6084967941106626,1,Successor already has demand in this store,35400.0,39900.0,39900.0
ST011,Value,Tier 2,0.5,4.833333333333333,0.014768752429071124,MD015,MD016,WATCH,0.6458333333333333,0.60597292395388,1,Successor already has demand in this store,16700.0,23300.0,23300.0
ST008,Premium,Tier 1,0.5,4.5,0.011023079572855667,MD049,MD050,EOL_RECOMMEND,0.7708333333333333,0.5580692387185671,1,Successor already has demand in this store,70500.0,97100.0,97100.0
ST001,Premium,Tier 1,0.8333333333333334,4.0,0.008156606851549755,MD037,MD038,WATCH,0.5450413223140496,0.5144698205546493,1,Successor already has demand in this store,35400.0,39900.0,39900.0
ST024,Value,Tier 3,0.5,3.8333333333333335,0.015010006671114077,MD020,MD021,WATCH,0.5379901960784312,0.496696686680009,1,Successor already has demand in this store,19500.0,25200.0,25200.0
ST002,Premium,Tier 1,0.8333333333333334,3.3333333333333335,0.007392075694855115,MD037,MD038,WATCH,0.5450413223140496,0.4388428937512321,1,Successor already has demand in this store,35400.0,39900.0,39900.0
ST021,Value,Tier 3,0.5,3.0,0.02533783783783784,MD020,MD021,WATCH,0.5379901960784312,0.4360135135135135,1,Successor already has demand in this store,19500.0,25200.0,25200.0
ST009,Value,Tier 2,0.5,3.3333333333333335,0.011306532663316583,MD009,MD010,EOL_RECOMMEND,0.7333333333333333,0.4305862646566165,1,Successor already has demand in this store,11500.0,9800.0,9800.0
ST005,Premium,Tier 1,1.5,2.8333333333333335,0.005754475703324808,MD037,MD038,WATCH,0.5450413223140496,0.41893009377664114,3,Successor already has demand in this store,35400.0,39900.0,119700.0
ST013,Value,Tier 3,1.0,2.8333333333333335,0.01348396501457726,MD020,MD021,WATCH,0.5379901960784312,0.41211856171039846,2,Successor already has demand in this store,19500.0,25200.0,50400.0
ST003,Premium,Tier 1,1.1666666666666667,2.6666666666666665,0.006174305390643553,MD015,MD016,WATCH,0.6458333333333333,0.381856249505264,2,Successor already has demand in this store,16700.0,23300.0,46600.0
ST006,Premium,Tier 1,0.5,1.8333333333333333,0.057435090479937057,MD018,MD019,EOL_RECOMMEND,0.7666666666666666,0.38166666666666665,1,Successor already has demand in this store,15900.0,25600.0,25600.0
ST020,Value,Tier 3,0.5,2.6666666666666665,0.01875,MD020,MD021,WATCH,0.5379901960784312,0.37958333333333333,1,Successor already has demand in this store,19500.0,25200.0,25200.0
ST001,Premium,Tier 1,1.0,2.1666666666666665,0.01435562805872757,MD020,MD021,WATCH,0.5379901960784312,0.34140021750951605,2,Successor already has demand in this store,19500.0,25200.0,50400.0
ST020,Value,Tier 3,0.5,2.3333333333333335,0.011538461538461539,MD015,MD016,WATCH,0.6458333333333333,0.32128205128205134,1,Successor already has demand in this store,16700.0,23300.0,23300.0
ST005,Premium,Tier 1,0.5,2.3333333333333335,0.0076726342710997444,MD015,MD016,WATCH,0.6458333333333333,0.309684569479966,1,Successor already has demand in this store,16700.0,23300.0,23300.0
